title,release_year,genres,score,budget,revenue
Transformers: Dark of the Moon,2011,"['Action', 'Science Fiction', 'Adventure']",61,195000000,1123746996
Trespass,2011,"['Crime', 'Drama', 'Thriller']",54,36000000,9612469
Unknown,2011,"['Action', 'Mystery', 'Thriller']",65,30000000,130786397
Vipers Nest,2011,['Drama'],52,3500000,18000000
W.E.,2011,"['Drama', 'Romance']",58,15000000,868439
War Horse,2011,"['Drama', 'War']",70,66000000,177584879
War of the Arrows,2011,"['Drama', 'Action', 'History', 'Thriller']",67,8000000,49000000
Warrior,2011,"['Action', 'Drama']",77,25000000,23057115
Water for Elephants,2011,"['Drama', 'Romance']",67,38000000,114156230
We Bought a Zoo,2011,"['Drama', 'Comedy', 'Family']",65,50000000,120081841
We Need to Talk About Kevin,2011,"['Drama', 'Thriller']",74,7000000,6038942
Weekend,2011,"['Drama', 'Romance']",75,8000,484592
What's Your Number?,2011,"['Comedy', 'Romance']",62,20000000,30426096
Win Win,2011,"['Drama', 'Comedy']",67,10831173,10654385
Winnie the Pooh,2011,"['Animation', 'Family']",68,30000000,14460000
Wuthering Heights,2011,"['Drama', 'Romance']",60,8000000,100915
X-Men: First Class,2011,"['Action', 'Science Fiction', 'Adventure']",71,160000000,353624124
Young Adult,2011,"['Comedy', 'Drama']",56,12000000,22939027
Your Highness,2011,['Comedy'],52,49900000,26121638
Your Sister's Sister,2011,"['Drama', 'Comedy']",65,125000,3200000
Zookeeper,2011,"['Comedy', 'Romance', 'Family']",53,80000000,169852759
2 Days in New York,2012,['Comedy'],54,8000000,1653792
2016: Obama's America,2012,['Documentary'],46,2500000,33400000
21 Jump Street,2012,"['Action', 'Comedy', 'Crime']",67,42000000,201585328
A Coffee in Berlin,2012,"['Comedy', 'Drama']",70,300000,2750275
A Company Man,2012,"['Drama', 'Action']",66,3500000,7339398
A Royal Affair,2012,"['Drama', 'History', 'Romance']",72,8000000,7594693
A Thousand Words,2012,"['Drama', 'Comedy']",60,40000000,22044277
ATM,2012,"['Horror', 'Thriller']",51,3000000,3010
About Cherry,2012,['Drama'],44,2500000,3003
Abraham Lincoln: Vampire Hunter,2012,"['Action', 'Fantasy', 'Horror']",55,69000000,112265139
Act of Valor,2012,"['Action', 'Thriller', 'War']",63,12000000,81272766
Aftershock,2012,"['Horror', 'Thriller']",53,2000000,58510
Agneepath,2012,"['Action', 'Crime', 'Drama']",63,11097000,49028000
Alex Cross,2012,"['Action', 'Thriller', 'Crime', 'Mystery']",51,45000000,30353232
American Reunion,2012,['Comedy'],61,50000000,234989584
Amour,2012,"['Drama', 'Romance']",75,8900000,29844753
Arbitrage,2012,"['Drama', 'Thriller']",61,12000000,35485056
Argo,2012,"['Drama', 'Thriller']",71,44500000,232324128
Bachelorette,2012,"['Comedy', 'Romance']",53,3000000,11947954
Barfi,2012,"['Drama', 'Romance', 'Comedy']",72,4437508,2804874
Battleship,2012,"['Thriller', 'Action', 'Adventure', 'Science Fiction']",55,209000000,303025485
Beasts of the Southern Wild,2012,"['Drama', 'Fantasy']",68,1800000,21107746
Bel Ami,2012,"['Romance', 'Drama']",50,9000000,8303261
Bernie,2012,"['Comedy', 'Crime', 'Drama']",65,5000000,9206470
Best Man Down,2012,"['Comedy', 'Drama']",61,1500000,1938
Big Miracle,2012,"['Adventure', 'Drama', 'Romance']",66,40000000,24719215
Bikini Spring Break,2012,['Comedy'],38,500000,500000
Brave,2012,"['Animation', 'Adventure', 'Comedy', 'Family', 'Action', 'Fantasy']",67,185000000,538983207
Byzantium,2012,"['Drama', 'Fantasy', 'Thriller']",61,10000000,89237
Captive,2012,"['Drama', 'Thriller']",59,11180,24591
Chronicle,2012,"['Science Fiction', 'Drama', 'Thriller']",66,15000000,145000000
Cloud Atlas,2012,"['Drama', 'Science Fiction']",66,102000000,130482868
Cocktail,2012,"['Romance', 'Drama', 'Comedy']",62,6400000,18800000
Contraband,2012,"['Thriller', 'Action', 'Drama', 'Crime']",61,25000000,63100000
Cosmopolis,2012,['Drama'],51,20500000,6063556
Crooked Arrows,2012,['Drama'],56,13000000,1832541
Dark Shadows,2012,"['Comedy', 'Fantasy']",57,150000000,245527149
Dark Tide,2012,"['Thriller', 'Adventure', 'Drama']",48,25000000,432274
Deadfall,2012,"['Crime', 'Drama', 'Thriller']",56,12000000,66351
Diary of a Wimpy Kid: Dog Days,2012,"['Comedy', 'Family']",60,22000000,77112176
Disconnect,2012,"['Drama', 'Thriller']",69,10000000,3428048
Django Unchained,2012,"['Drama', 'Western']",78,100000000,425368238
Dredd,2012,"['Action', 'Science Fiction']",66,50000000,41037742
Eega,2012,"['Romance', 'Science Fiction']",67,5990000,19450000
End of Watch,2012,"['Crime', 'Drama', 'Thriller']",72,7000000,48126384
English Vinglish,2012,['Drama'],73,2840000,11620000
Ernest & Celestine,2012,"['Animation', 'Comedy', 'Drama', 'Family']",76,12516654,8109160
Fire with Fire,2012,"['Action', 'Crime', 'Drama', 'Thriller']",56,20000000,4636169
Flight,2012,['Drama'],65,31000000,161772375
Foodfight!,2012,"['Animation', 'Action', 'Comedy', 'Family']",23,65000000,73706
For Greater Glory - The True Story of Cristiada,2012,"['History', 'Drama']",64,12000000,9622846
"For a Good Time, Call...",2012,['Comedy'],58,850000,1243961
Frankenweenie,2012,"['Animation', 'Comedy', 'Family']",66,39000000,35287788
Fun Size,2012,['Comedy'],55,14000000,11417362
Gangs of Wasseypur,2012,"['Action', 'Thriller', 'Crime']",70,1400000,4100000
Grandmaster,2012,"['Mystery', 'Thriller']",61,120000,130000
HOUBA! On the Trail of the Marsupilami,2012,"['Adventure', 'Comedy']",50,50000000,48600000
Hit & Run,2012,"['Action', 'Comedy', 'Romance']",55,2000000,14400000
Hope Springs,2012,"['Drama', 'Comedy', 'Romance']",58,30000000,114281051
Hotel Transylvania,2012,"['Animation', 'Comedy', 'Family', 'Fantasy']",68,85000000,358375603
House at the End of the Street,2012,"['Horror', 'Thriller']",56,6900000,44287131
Ice Age: Continental Drift,2012,"['Animation', 'Comedy', 'Adventure', 'Family']",62,95000000,877244782
Iron Sky,2012,"['Action', 'Comedy', 'Science Fiction']",56,7500000,8135031
Jack Reacher,2012,"['Crime', 'Drama', 'Thriller']",63,60000000,218340595
John Carter,2012,"['Action', 'Adventure', 'Science Fiction']",61,260000000,284139100
Journey 2: The Mysterious Island,2012,"['Adventure', 'Action', 'Science Fiction']",58,79000000,355692760
Kahaani,2012,"['Thriller', 'Drama']",73,1200000,16000000
Katy Perry: Part of Me,2012,"['Documentary', 'Music']",65,12000000,32726956
Killing Them Softly,2012,"['Crime', 'Thriller']",58,15000000,37930465
La Vérité si je Mens ! 3,2012,['Comedy'],53,25496629,40924982
Laurence Anyways,2012,"['Drama', 'Romance']",77,9500000,12250
Lawless,2012,"['Crime', 'Drama']",68,26000000,53676580
Lay the Favorite,2012,"['Drama', 'Comedy']",49,26350000,1576687
Les Misérables,2012,"['Drama', 'Music', 'Romance']",72,61000000,441809770
Life of Pi,2012,"['Adventure', 'Drama', 'Action']",72,120000000,609016565
Lincoln,2012,"['History', 'Drama']",67,65000000,275293450
Lockout,2012,"['Action', 'Thriller', 'Science Fiction']",58,20000000,32204030
Looper,2012,"['Action', 'Thriller', 'Science Fiction']",66,30000000,47042000
Lost in Thailand,2012,['Comedy'],61,2200000,208000000
Love Is All You Need,2012,"['Comedy', 'Romance']",62,5500000,10016934
Madagascar 3: Europe's Most Wanted,2012,"['Animation', 'Family']",64,145000000,746921274
Magic Mike,2012,"['Drama', 'Comedy']",61,7000000,167221571
Man on a Ledge,2012,"['Action', 'Thriller', 'Crime']",62,42000000,46221189
Maniac,2012,['Horror'],59,6000000,31081
Men in Black 3,2012,"['Action', 'Comedy', 'Science Fiction']",63,225000000,624026776
Mirror Mirror,2012,"['Adventure', 'Fantasy', 'Drama', 'Comedy', 'Science Fiction', 'Family']",55,85000000,183018522
Moonrise Kingdom,2012,"['Comedy', 'Drama', 'Romance']",76,16000000,68263166
My Way,2012,['Drama'],62,27563396,29193330
Not Fade Away,2012,['Drama'],54,20000000,610792
On the Road,2012,"['Adventure', 'Drama']",55,25000000,8784318
One for the Money,2012,"['Action', 'Comedy', 'Crime']",53,40000000,36893721
ParaNorman,2012,"['Family', 'Animation', 'Adventure', 'Comedy']",67,60000000,107139399
Paradise: Love,2012,['Drama'],67,3600000,24267
Paranormal Activity 4,2012,['Horror'],52,5000000,142817992
Parental Guidance,2012,['Comedy'],58,25000000,119772232
People Like Us,2012,['Drama'],66,16000000,12434778
Pieta,2012,['Drama'],69,103000,3623330
Piranha 3DD,2012,"['Horror', 'Thriller', 'Comedy']",41,5000000,8493728
Pitch Perfect,2012,"['Comedy', 'Music', 'Romance']",73,17000000,115350426
Pizza,2012,"['Thriller', 'Comedy', 'Romance', 'Horror']",55,240000,2800000
Premium Rush,2012,"['Crime', 'Action', 'Thriller']",62,35000000,31083599
Project X,2012,"['Comedy', 'Crime']",65,12000000,100000000
Prometheus,2012,"['Science Fiction', 'Adventure', 'Mystery']",63,130000000,403170142
Promised Land,2012,['Drama'],60,15000000,8138788
Quartet,2012,"['Drama', 'Comedy', 'Romance']",64,11000000,59520298
Red Dawn,2012,"['War', 'Action', 'Thriller', 'Science Fiction']",53,65000000,44806783
Red Lights,2012,['Thriller'],60,14000000,13551174
Red Tails,2012,"['Drama', 'Action', 'Adventure', 'History', 'War']",59,58000000,50365377
Redd Inc.,2012,"['Thriller', 'Horror', 'Comedy']",55,500000,1000000
Resident Evil: Retribution,2012,"['Action', 'Horror', 'Science Fiction']",56,65000000,240159255
Rise of the Guardians,2012,"['Fantasy', 'Animation', 'Family']",71,145000000,306941670
Robot & Frank,2012,"['Science Fiction', 'Comedy', 'Drama', 'Crime']",68,2500000,3325038
Rock of Ages,2012,"['Comedy', 'Drama', 'Music', 'Romance']",60,75000000,59418613
Rowdy Rathore,2012,['Action'],56,6700000,31000000
Rust and Bone,2012,"['Drama', 'Romance']",71,15400000,25762027
Safe,2012,"['Action', 'Crime', 'Thriller']",63,30000000,40346186
Safe House,2012,"['Action', 'Thriller']",63,85000000,208076205
Safety Not Guaranteed,2012,"['Comedy', 'Romance', 'Science Fiction', 'Drama']",68,750000,4007792
Savages,2012,"['Crime', 'Drama', 'Thriller']",62,45000000,82966152
Seeking a Friend for the End of the World,2012,"['Comedy', 'Drama', 'Romance', 'Science Fiction']",63,10000000,9636289
Seven Psychopaths,2012,"['Comedy', 'Crime']",67,15000000,19422261
Shadow Dancer,2012,['Thriller'],57,6300000,419953
Silent Hill: Revelation 3D,2012,"['Thriller', 'Horror', 'Mystery']",51,20000000,52302796
Silver Linings Playbook,2012,"['Drama', 'Comedy', 'Romance']",70,21000000,205738714
Sinister,2012,"['Horror', 'Thriller', 'Mystery']",68,3000000,77712439
Skyfall,2012,"['Action', 'Adventure', 'Thriller']",69,200000000,1108561013
Smashed,2012,['Drama'],63,500000,376597
Snow White and the Huntsman,2012,"['Adventure', 'Fantasy', 'Drama']",58,170000000,396600000
Soulless,2012,"['Comedy', 'Drama']",55,2800000,13218980
Sparkle,2012,"['Drama', 'Music']",58,14000000,24637469
Step Up Revolution,2012,"['Music', 'Drama', 'Romance']",67,33000000,140470746
Stitches,2012,['Horror'],55,100000,95000
Stolen,2012,"['Action', 'Crime', 'Drama', 'Thriller']",51,35000000,2106557
"Tad, the Lost Explorer",2012,"['Animation', 'Comedy', 'Adventure', 'Family']",56,10500000,23000000
Taken 2,2012,"['Action', 'Crime', 'Thriller']",61,45000000,376141306
Ted,2012,"['Comedy', 'Fantasy']",63,50000000,549368315
That's My Boy,2012,['Comedy'],55,70000000,58058367
The Act of Killing,2012,['Documentary'],75,1000000,444575
The Amazing Spider-Man,2012,"['Action', 'Adventure', 'Fantasy']",65,215000000,752215857
The Apparition,2012,"['Horror', 'Thriller']",45,17000000,9627492
The Avengers,2012,"['Science Fiction', 'Action', 'Adventure']",74,220000000,1519557910
The Bourne Legacy,2012,"['Action', 'Thriller']",60,130000000,276572938
The Bullet Vanishes,2012,"['Action', 'Mystery']",60,12000000,117629
The Cabin in the Woods,2012,"['Horror', 'Thriller']",66,30000000,66486080
The Cold Light of Day,2012,"['Action', 'Thriller']",48,20000000,16863583
The Dark Knight Rises,2012,"['Action', 'Crime', 'Drama', 'Thriller']",76,250000000,1084939099
The Devil Inside,2012,"['Thriller', 'Horror']",46,1000000,101758490
The Dictator,2012,['Comedy'],59,65000000,179379533
The Expendables 2,2012,"['Action', 'Adventure', 'Thriller']",61,100000000,312573423
The Five-Year Engagement,2012,['Comedy'],57,30000000,53909751
The Grey,2012,"['Action', 'Drama', 'Thriller']",64,25000000,77278331
The Guillotines,2012,"['Action', 'History', 'Adventure', 'Drama']",54,15000000,5290
The Guilt Trip,2012,['Comedy'],54,40000000,41863726
The Hobbit: An Unexpected Journey,2012,"['Adventure', 'Fantasy', 'Action']",70,250000000,1021103568
The Hunger Games,2012,"['Science Fiction', 'Adventure', 'Fantasy']",69,75000000,691210692
The Hunt,2012,['Drama'],79,3800000,16800000
The Iceman,2012,"['Thriller', 'Crime', 'Drama']",64,20000000,1969193
The Impossible,2012,"['Thriller', 'Drama']",70,42000000,180274123
The Lorax,2012,"['Animation', 'Family']",63,70000000,348840316
The Lords of Salem,2012,"['Horror', 'Thriller']",51,1500000,1165882
The Lucky One,2012,"['Drama', 'Romance']",68,25000000,99357138
The Man with the Iron Fists,2012,['Action'],52,15000000,15608545
The Master,2012,['Drama'],70,32000000,28258060
The Paperboy,2012,['Thriller'],54,12500000,1353868
The Perks of Being a Wallflower,2012,"['Drama', 'Romance']",77,13000000,33400000
The Pirates! In an Adventure with Scientists!,2012,"['Animation', 'Adventure', 'Family', 'Comedy']",64,60000000,118338361
The Possession,2012,"['Horror', 'Thriller']",58,14000000,85446075
The Raven,2012,"['Crime', 'Thriller', 'Mystery']",61,26000000,29657751
The Samaritan,2012,['Thriller'],52,12000000,2521
The Sessions,2012,"['Drama', 'Romance', 'Comedy']",66,1000000,9138338
The Snow Queen,2012,"['Animation', 'Fantasy']",51,7000000,12400000
The Spy,2012,"['Action', 'Thriller']",46,6000000,4588176
The Sweeney,2012,"['Action', 'Drama', 'Crime']",57,3730500,6294161
The Three Stooges,2012,['Comedy'],49,30000000,54819301
The Twilight Saga: Breaking Dawn - Part 2,2012,"['Adventure', 'Fantasy', 'Drama', 'Romance']",61,120000000,829000000
The Vow,2012,"['Drama', 'Romance']",70,30000000,196114570
The Watch,2012,['Comedy'],53,68000000,68267862
The Woman in Black,2012,"['Drama', 'Horror', 'Thriller']",61,17000000,127730736
The Words,2012,"['Drama', 'Thriller']",64,6000000,13231461
Think Like a Man,2012,"['Comedy', 'Romance']",69,12000000,96070507
This Is 40,2012,['Comedy'],56,35000000,88058786
This Means War,2012,"['Action', 'Comedy', 'Romance']",59,65000000,156974557
To Rome with Love,2012,"['Romance', 'Comedy']",56,17000000,73244881
Total Recall,2012,"['Action', 'Science Fiction', 'Adventure', 'Thriller']",58,125000000,198802074
Twice Born,2012,"['Drama', 'Romance', 'War']",69,13000000,18295
Two Rabbits,2012,"['Action', 'Crime', 'Drama']",71,2000000,1620436
Underworld: Awakening,2012,"['Fantasy', 'Action', 'Horror']",61,70000000,160112671
Universal Soldier: Day of Reckoning,2012,"['Thriller', 'Action', 'Science Fiction', 'Horror', 'Mystery']",51,11500000,1402307
Upside Down,2012,"['Romance', 'Science Fiction', 'Drama', 'Fantasy']",62,60000000,8106475
Wanderlust,2012,['Comedy'],53,35000000,24159934
Welcome to the North,2012,['Comedy'],56,6000000,35000000
What to Expect When You're Expecting,2012,"['Romance', 'Comedy', 'Drama']",58,40000000,79700000
White Tiger,2012,"['Action', 'Adventure', 'Fantasy', 'War']",59,11000000,7200000
Wrath of the Titans,2012,['Adventure'],55,150000000,301000000
Wreck-It Ralph,2012,"['Family', 'Animation', 'Comedy', 'Adventure']",71,165000000,471222889
Yossi,2012,"['Drama', 'Romance']",68,500000,116207
Zaytoun,2012,"['Drama', 'War', 'Adventure', 'Thriller']",66,8000000,42330
Zero Dark Thirty,2012,"['Thriller', 'Drama', 'History']",67,40000000,132820716
12 Years a Slave,2013,"['Drama', 'History']",79,20000000,187000000
2 Guns,2013,"['Action', 'Comedy', 'Crime']",66,61000000,131940411
21 & Over,2013,['Comedy'],57,13000000,48065672
42,2013,['Drama'],68,40000000,95020213
47 Ronin,2013,"['Drama', 'Action', 'Adventure', 'Fantasy']",59,175000000,150962475
A Good Day to Die Hard,2013,"['Action', 'Thriller']",52,92000000,304654182
A Haunted House,2013,"['Comedy', 'Horror']",54,2500000,60141683
A Perfect Man,2013,['Drama'],48,5000000,388
Aashiqui 2,2013,"['Drama', 'Romance']",68,1300000,16000000
About Time,2013,"['Comedy', 'Drama', 'Science Fiction']",78,12000000,87100449
Admission,2013,"['Comedy', 'Drama', 'Romance']",55,13000000,18000000
Adore,2013,['Drama'],61,16000000,318982
After Earth,2013,"['Science Fiction', 'Action', 'Adventure']",50,130000000,243843127
Alan Partridge: Alpha Papa,2013,['Comedy'],65,4000000,9800000
All Is Lost,2013,"['Action', 'Adventure', 'Drama']",66,9000000,6108720
American Hustle,2013,"['Drama', 'Crime']",68,40000000,251171807
Anchorman 2: The Legend Continues,2013,['Comedy'],60,50000000,173649015
August: Osage County,2013,"['Comedy', 'Drama']",69,25000000,74188937
Austenland,2013,"['Comedy', 'Romance']",66,4900000,2159041
Bad Grandpa,2013,['Comedy'],60,15000000,151831537
Bad Words,2013,['Comedy'],64,9500000,7800000
Baggage Claim,2013,['Comedy'],56,8500000,22456509
Battle of the Year,2013,"['Music', 'Drama']",59,20000000,16549477
Beautiful Creatures,2013,"['Fantasy', 'Drama', 'Romance']",56,60000000,60052138
Before Midnight,2013,"['Romance', 'Drama']",73,3000000,11176469
Begin Again,2013,"['Comedy', 'Music', 'Romance', 'Drama']",73,8000000,63464861
Behind the Candelabra,2013,"['Drama', 'Romance']",66,23000000,15600000
Belle,2013,['Drama'],72,10900000,16505460
Bhaag Milkha Bhaag,2013,"['History', 'Action', 'Drama']",73,4600000,25000000
Black Nativity,2013,"['Drama', 'Music']",58,17500000,7018189
Blood Ties,2013,"['Thriller', 'Crime', 'Drama']",60,25500000,2415472
Blue Is the Warmest Color,2013,"['Romance', 'Drama']",72,4300000,10165694
Blue Jasmine,2013,"['Comedy', 'Drama']",70,18000000,99206215
Broken City,2013,"['Thriller', 'Crime', 'Drama']",57,56000000,19701164
Bullet to the Head,2013,"['Action', 'Crime', 'Thriller']",52,55000000,9489829
CBGB,2013,"['Drama', 'Music']",65,5000000,40400
Camille Claudel 1915,2013,['Drama'],70,3512454,115860
Camille Claudel 1915,2013,['Drama'],70,3512454,115860
Captain Phillips,2013,"['Action', 'Drama', 'Thriller']",76,55000000,95000000
Carrie,2013,"['Drama', 'Horror']",58,30000000,82394288
Chennai Express,2013,"['Romance', 'Comedy', 'Action']",65,18000000,62000000
Cloudy with a Chance of Meatballs 2,2013,"['Animation', 'Family', 'Comedy']",64,78000000,248384621
Dallas Buyers Club,2013,"['Drama', 'History']",79,5000000,55198285
Dark Skies,2013,"['Science Fiction', 'Thriller', 'Horror']",61,3500000,25174316
Delivery Man,2013,['Comedy'],62,26000000,51164106
Despicable Me 2,2013,"['Animation', 'Comedy', 'Family']",70,76000000,970761885
Dhoom 3,2013,"['Action', 'Crime', 'Thriller']",60,19500000,91000000
Diana,2013,"['Drama', 'Romance']",53,15000000,21766271
Drishyam,2013,"['Crime', 'Thriller']",81,750000,12000000
Elysium,2013,"['Science Fiction', 'Action', 'Drama', 'Thriller']",64,115000000,286140700
Empire State,2013,"['Action', 'Drama']",49,11000000,3639345
Ender's Game,2013,"['Science Fiction', 'Action', 'Adventure']",66,110000000,125537191
Epic,2013,"['Animation', 'Adventure', 'Family', 'Fantasy']",64,100000000,268426634
Escape Plan,2013,"['Action', 'Thriller']",67,50000000,122915111
Escape from Planet Earth,2013,"['Animation', 'Comedy', 'Adventure', 'Family', 'Science Fiction']",57,40000000,74597643
Evil Dead,2013,['Horror'],64,17000000,97542952
Fast & Furious 6,2013,"['Action', 'Thriller', 'Crime']",67,160000000,788679850
Filth,2013,"['Crime', 'Drama', 'Comedy']",68,5000000,9114264
Finding Mr. Right,2013,"['Comedy', 'Romance']",63,4881000,81350000
Free Birds,2013,"['Animation', 'Comedy', 'Family']",57,55000000,110000000
Frozen,2013,"['Animation', 'Adventure', 'Family']",73,150000000,1274219009
G.I. Joe: Retaliation,2013,"['Adventure', 'Action', 'Science Fiction', 'Thriller']",54,130000000,371876278
Gangster Squad,2013,"['Crime', 'Drama', 'Action', 'Thriller']",62,60000000,105200903
Getaway,2013,"['Action', 'Crime']",49,18000000,10501938
Gimme Shelter,2013,['Drama'],64,7500000,1359910
Gravity,2013,"['Science Fiction', 'Thriller', 'Drama']",73,105000000,716392705
Grown Ups 2,2013,['Comedy'],58,80000000,246984278
Grudge Match,2013,['Comedy'],60,40000000,44907260
Hansel & Gretel: Witch Hunters,2013,"['Fantasy', 'Horror', 'Action']",57,50000000,224803475
Hard to Be a God,2013,"['Drama', 'Science Fiction']",67,7000000,1310673
Her,2013,"['Romance', 'Science Fiction', 'Drama']",79,23000000,47351251
Home Run,2013,['Drama'],63,1200000,2861020
Homefront,2013,"['Action', 'Thriller']",64,22000000,43058898
Hummingbird,2013,"['Action', 'Thriller']",59,20000000,8352885
Hunting Elephants,2013,"['Comedy', 'Crime']",62,2300000,4500000
I'm So Excited!,2013,['Comedy'],58,5000000,11724119
Ida,2013,['Drama'],71,2159280,15298355
Identity Thief,2013,"['Comedy', 'Crime']",56,35000000,173965010
In a World...,2013,['Comedy'],64,1000000,2963902
Inside Llewyn Davis,2013,"['Drama', 'Music']",72,11000000,32935319
Instructions Not Included,2013,"['Comedy', 'Drama']",75,5500000,99067206
Iron Man 3,2013,"['Action', 'Adventure', 'Science Fiction']",68,200000000,1215439994
Jack the Giant Slayer,2013,"['Action', 'Family', 'Fantasy']",55,195000000,197687603
Jimmy P.,2013,['Drama'],60,10000000,30283
Jobs,2013,"['Drama', 'History']",60,12000000,35931410
Khumba,2013,"['Animation', 'Adventure', 'Family']",58,20000000,27187375
Kick-Ass 2,2013,"['Action', 'Adventure', 'Crime']",63,28000000,60700000
Labor Day,2013,['Drama'],67,18000000,20275812
Last Vegas,2013,['Comedy'],64,28000000,134402450
Legends of Oz: Dorothy's Return,2013,"['Animation', 'Music', 'Family']",58,70000000,18662027
Life of Crime,2013,"['Comedy', 'Crime']",55,12000000,265452
Lone Survivor,2013,"['Action', 'Drama', 'Thriller', 'War']",74,40000000,149295601
Long Live Freedom,2013,['Drama'],72,5000000,48125
Lootera,2013,"['Drama', 'Romance']",66,4100000,4300000
Lovelace,2013,['Drama'],60,10000000,1585582
Lucia,2013,"['Fantasy', 'Romance', 'Thriller']",68,79000,170000
Machete Kills,2013,"['Action', 'Crime', 'Thriller']",53,12000000,15008161
Madras Cafe,2013,['Thriller'],69,5400000,6500000
Make Your Move,2013,['Music'],62,15,122
Mama,2013,['Horror'],60,15000000,146497771
Man of Steel,2013,"['Action', 'Adventure', 'Fantasy', 'Science Fiction']",65,225000000,662845518
Man of Tai Chi,2013,"['Action', 'Drama']",58,25000000,2054941
Mandela: Long Walk to Freedom,2013,"['Drama', 'History']",65,35000000,27330000
Metallica: Through the Never,2013,['Music'],67,18000000,7972967
Mindscape,2013,"['Thriller', 'Drama']",65,4357373,1200000
Minuscule: Valley of the Lost Ants,2013,"['Animation', 'Adventure', 'Family']",66,19700000,30000000
Monsters University,2013,"['Animation', 'Family']",70,200000000,743559607
Movie 43,2013,['Comedy'],45,6000000,32438988
Mud,2013,['Drama'],70,10000000,21587700
Nebraska,2013,"['Drama', 'Adventure']",74,12000000,17654912
No One Lives,2013,"['Horror', 'Thriller']",55,2900000,74918
Nothing Left to Fear,2013,['Horror'],46,3000000,1675381
Now You See Me,2013,"['Thriller', 'Crime']",73,75000000,117698894
Nurse 3-D,2013,"['Horror', 'Thriller']",49,10,10000000
Oblivion,2013,"['Action', 'Science Fiction', 'Adventure', 'Mystery']",64,120000000,286168572
Oculus,2013,['Horror'],63,5000000,44030246
Oldboy,2013,"['Drama', 'Thriller', 'Mystery', 'Action']",59,30000000,4861022
Olympus Has Fallen,2013,"['Action', 'Thriller']",62,70000000,161025640
On the Job,2013,"['Action', 'Crime']",62,1052753,466088
Only God Forgives,2013,"['Drama', 'Thriller', 'Crime']",56,4800000,10337387
Out of the Furnace,2013,"['Thriller', 'Drama', 'Crime']",65,22000000,15400000
Oz: The Great and Powerful,2013,"['Fantasy', 'Adventure', 'Family']",57,200000000,491868548
Pacific Rim,2013,"['Action', 'Science Fiction', 'Adventure']",67,180000000,407602906
Pain & Gain,2013,"['Thriller', 'Crime', 'Action']",61,25000000,86175291
Paranoia,2013,"['Drama', 'Thriller']",56,35000000,13785015
Parker,2013,"['Action', 'Crime']",57,35000000,46216641
Parkland,2013,"['History', 'Drama', 'Thriller', 'Mystery']",58,10000000,653651
Percy Jackson: Sea of Monsters,2013,"['Adventure', 'Family', 'Fantasy']",59,90000000,174578751
Phantom,2013,['Thriller'],55,10000000,1034589
Philomena,2013,['Drama'],74,12000000,100129872
Planes,2013,"['Animation', 'Family', 'Adventure', 'Comedy']",57,50000000,219788712
Prisoners,2013,"['Drama', 'Thriller', 'Crime']",79,46000000,122126687
R.I.P.D.,2013,"['Fantasy', 'Action', 'Comedy', 'Crime']",54,130000000,61648500
Raanjhanaa,2013,"['Drama', 'Romance']",63,6400000,18000000
Ragnarok,2013,"['Action', 'Adventure']",57,6500000,3721345
Riddick,2013,"['Science Fiction', 'Action', 'Thriller']",62,38000000,98337295
Runner Runner,2013,"['Crime', 'Thriller', 'Drama']",55,30000000,62616646
Rush,2013,"['Drama', 'Action']",77,38000000,90247624
Safe Haven,2013,['Romance'],69,28000000,97594140
Saving Mr. Banks,2013,"['Comedy', 'Drama', 'History']",73,35000000,112544580
Scary Movie 5,2013,['Comedy'],46,20000000,78378744
Side Effects,2013,"['Thriller', 'Crime', 'Drama']",64,30000000,63372757
Snitch,2013,"['Thriller', 'Drama']",58,35000000,42930462
Snowpiercer,2013,"['Action', 'Science Fiction', 'Drama']",67,39200000,86758912
Soodhu Kavvum,2013,"['Comedy', 'Thriller']",70,310000,12000000
Space Pirate Captain Harlock,2013,"['Animation', 'Science Fiction']",64,30000000,17137302
Special 26,2013,"['Crime', 'Drama', 'Thriller']",69,7100000,18000000
Spring Breakers,2013,"['Drama', 'Crime']",50,5000000,31724284
Stalingrad,2013,"['War', 'Action']",57,30000000,68129518
Star Trek Into Darkness,2013,"['Action', 'Adventure', 'Science Fiction']",74,190000000,467365246
Stoker,2013,"['Drama', 'Horror', 'Thriller']",65,12000000,12077441
Sweetwater,2013,"['Western', 'Thriller']",60,7000000,6147
Texas Chainsaw 3D,2013,"['Horror', 'Thriller']",53,20000000,47241945
The Adventurer: The Curse of the Midas Box,2013,"['Fantasy', 'Adventure', 'Family']",51,25000000,6399
The Berlin File,2013,"['Action', 'Drama', 'Thriller']",65,9000000,48965210
The Best Man Holiday,2013,['Comedy'],67,17000000,71625195
The Best Offer,2013,"['Drama', 'Romance', 'Crime', 'Mystery']",77,13500000,19255873
The Big Wedding,2013,['Comedy'],57,35000000,21819348
The Bling Ring,2013,"['Drama', 'Crime']",53,15000000,19145732
The Butler,2013,['Drama'],72,25000000,115922175
The Call,2013,"['Crime', 'Thriller']",66,13000000,68572378
The Canyons,2013,"['Thriller', 'Drama']",41,250000,56825
The Conjuring,2013,"['Horror', 'Thriller']",74,13000000,318000141
The Counselor,2013,"['Thriller', 'Crime', 'Drama']",50,25000000,71009334
